smiles
Cl.O=C(O)C1CCNCC1C(=O)O
O=C(O)c1cccc(S(=O)O)c1
CCc1c(C)cccc1C(=O)O
Cc1cc(=O)ccn1CC(=O)O
C=Cc1cc(F)cc(C(=O)O)c1
O=C(O)Cn1nnc(C2CC2)n1
O=C(O)c1cc(C2CCC2)[nH]n1
O=C([O-])Cc1ccccc1CO.[Na+]
CC(C)C1CCN(CCN)CC1.Cl.Cl
CC(C)[C@@H](C(=O)O)n1cccc1
CN1CCCCC(C(=O)O)C1=O
CC(=O)c1cc(C(=O)O)oc1C
CN1C(=O)CN(CC(=O)O)C1=O
Cc1cnc2c(C)cnn2c1N
O=C(O)CC1CCCCNC1=O
CN(C)C1CCCC(C(=O)O)C1
Cn1cnc2c(N)nc(N)nc21
CC(C)NS(=O)(=O)C1CCNC1
COC(=O)C(C)(C)C1CCCN1
O=S1(=O)CCNC2CCCCN21
COC(=O)CC1CC(N)C1(C)C.Cl
NC(=O)Nc1ccc(Br)c(F)c1
OCc1cc(-c2nccs2)n[nH]1
COC(=O)c1ccnc(N)c1N
O=C(O)Cc1cc[nH]c(=O)c1Br
O=C(O)c1c(F)ccc(Br)c1F
NS(=O)(=O)c1cc(O)ccc1Cl
Nc1ccc2nccnc2c1Br
CC(C(=O)O)c1ccc(I)cc1
O=C1CCc2cc(I)ccc2N1
CC(=O)Cc1ccc(Br)c(F)c1
Cl.NCc1nc2cc(Br)ccc2o1
CS(=O)(=O)CS(=O)(=O)OCCCl
O=C(O)c1ncn2cc(Br)sc12
C[N+]1(C)CC[N+](C)(C)CC1.[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Fe+3]
Cc1occc1-c1cc(N)no1
OCc1cncn1CC(F)(F)F
O=C1CC(c2ccncc2)=NN1
CC(C(=O)O)C(C)n1cccn1
Cn1c(=O)[nH]cc(C(=O)O)c1=O
C#CCC1(C(=O)O)CCOCC1
C#CCC1(C(=O)O)CCNCC1.Cl
O=C(O)C1(C2CCOCC2)CC1
CCn1ncc(Cl)c1CC(=O)O
C=CC(=O)N1CCOC(C#N)C1
COC(=O)CC1(N)CCCOC1
O=C(O)C=CSCc1ccco1
NCC1CCOC2(CCOC2)C1
CNC1CC(c2cccnc2)C1
Cc1nn(C)cc1C1CCCN1
OCc1nc2ccc(F)cc2o1
O=C(O)c1ccnc2ccnn12
Cc1n[nH]cc1C1CCNCC1
N#CC1CCCC(CC(=O)O)C1
Cc1cn(C(C)(C)C(=O)O)cn1.Cl
CC(C)(C(=O)O)C1CCNCC1.Cl
CN1C(=O)NCC12CCNCC2
CC(=O)c1cn(CC(=O)O)nn1
Cc1cc(Br)cc(C(=O)O)c1C
NC(=O)C1CCCc2sccc21
COC(=O)c1cc(=O)[nH]c(C)n1.Cl
O=c1[nH]nc(-c2ccncc2)s1
CSc1ncnc2sc(C)cc12
C#CC12CC3CC(CC(C3)C1)C2
O=C(O)CCc1cncc(O)c1
O=C(O)C1CCCn2nccc21
C1CC(C2COCCO2)CCN1.Cl
Cl.Cl.N[C@H]1CC[C@H](c2ncc[nH]2)CC1
NS(=O)(=O)c1cnc2n1CCC2
CSc1cccc(C(N)=O)c1N
CS(=O)(=O)CC1CCC(N)CC1.Cl
O=C(O)C1CCCCNC1=O
CSCc1csc(NC(C)=O)n1
Cn1cncc1C1CNC(=O)C1
C#CC(=O)NCc1ccccc1
O=C(O)c1ncoc1C(F)(F)F
OCC(O)c1cccc(Cl)c1Cl
COc1ccc([C@H](C)O)c(Br)c1
Nc1cc2c(cn1)CCCCC2
COc1cc(Br)cc2[nH]cnc12
N#CC1(CS(N)(=O)=O)CCCC1
CC(CCO)NCc1ccsc1
Cl.O=C(O)COCC1CCNCC1
Cc1cc(C(F)(F)F)ccc1I
CNCc1noc(C(F)(F)F)n1.Cl
COC(=O)CC(N)c1cncs1.Cl.Cl
CC(C(=O)[O-])c1ncccc1F.[K+]
Cl.Cl.Cn1nc(C2CCCN2)nc1N
CON1CCC(CC(=O)O)CC1.Cl
C1COC2(CCN1)CCOCC2
CN(C)C(C(=O)O)c1cscn1.Cl
CC(OCc1cncs1)C(=O)O
O=C(O)c1nn(CCF)cc1I
Cc1ccc2nn[nH]c(=O)c2c1
C#CC(=O)c1ccc(Br)cc1F
C1CC(Cc2nnn[nH]2)CCN1.Cl
CN(C)C(=O)c1cc(Br)sc1Br
CCCCc1ccc(N)c(C)n1
Cc1cccc2c1CC(N)CO2.Cl
COC(=O)c1cnc(N)c(C)n1
Cc1c(C(=O)O)ccn1CCO
CN1CC(C)(C(=O)O)CCC1=O
CC(CC1CCNCC1)C(=O)O.Cl
NCc1cccc2c1CCOC2
Nc1nccnc1OCC(F)F
CCOC(=O)C1CNCC12CC2.Cl
CS(=O)(=O)NCC1COCCN1.Cl
O=C(O)c1cnc2occc2c1
CC1(CO)Cc2ccccc2C1
OCC(CO)(CO)n1cnnn1
c1cncc(Nc2nnc[nH]2)c1
C#Cc1ccc(F)cc1C(=O)O
OB(O)c1cccc2nonc12
O[C@H]1C[C@@H](c2ccccc2F)C1
C1CC2N(C1)CCNC21CCC1
CC(C)C1NCC12CCCCC2
Cn1cccc(C(F)(F)F)c1=O
c1nn[nH]c1SC1CCCCC1
CN(C)C(=O)CCc1ccsc1
CSCc1nnc(SC(C)C)o1
Cc1cc(I)cn(CC#N)c1=O
Cc1cc(C(N)=O)cc(Cl)c1Br
NC(=O)Nc1cncc(Br)c1Cl
Nc1nc(C2CC2)c(Br)cc1Br
COCCCn1cc(C(=O)O)cn1
Cl.NCCOc1ccc([N+](=O)[O-])cc1
O=C(O)C1CCCN(CC(F)F)C1
Cc1cc(N)n(C2CCOCC2)n1
NNC(=O)c1cccc([N+](=O)[O-])c1
Cc1csc(=O)n1CCCC(=O)O
O=C(O)COc1ccc(F)cc1Cl
O=C(O)CNC(=O)C1CCCCC1
Nc1cc(-c2ccc(Cl)cc2)no1
ClCc1cc(Cl)c2c(c1)OCCO2
CCCCc1cc2ccccc2o1
CSc1ccccc1NC(=O)CCl
COc1ccc(C)cc1CC(=O)O
OCc1ccc(-n2cccn2)cc1
O=C(O)c1ccnc2ccccc12
Cc1sc2[nH]c(S)nc(=O)c2c1C
Cc1cccc(OC(C)C(=O)O)c1
Nc1nnc(-c2ccc(F)cc2)[nH]1
CCOC(=O)C(=O)CC(=O)C(C)C
CC(=O)Nc1cccc(C(=O)O)c1
N#CCc1nnc2n1CCCCC2
FC(F)Sc1nc2ccccc2[nH]1
Cc1cc(Br)ccc1SCC(=O)O
O=C(O)CCSc1ccc(Cl)cc1
Cc1ccc(S(=O)(=O)CC#N)cc1
O=C(O)c1cccc2ccccc12
CCOc1ccc(N)c([N+](=O)[O-])c1
Cc1cc(S(N)(=O)=O)cc(N)c1C
NS(=O)(=O)c1cccc(C(=O)O)c1
CCCOc1ccc(C(C)=O)cc1
NNC(=O)C(=O)NCc1ccco1
CCc1ccc(CCC(=O)O)cc1
CC1CCC2(CC1)NC(=O)NC2=O
CC(Oc1cccc(Cl)c1)C(=O)O
Cc1ccccc1-n1ccnc1S
O=Cc1ccc(-c2ccccc2)s1
O=C1CN=C(S)N1CC1CCCO1
N=C(N)Nc1nc2ccccc2o1
Cc1ncc([N+](=O)[O-])cc1C(=O)O
Nc1cccc(C(=O)NC2CC2)c1
CN(C)c1ccc([N+](=O)[O-])c(O)c1
Nc1cc2c(cc1C(=O)O)OCO2
CCOC(=O)C(CCC#N)C(C)=O
O=C(O)Cc1coc2ccccc12
O=C(O)Cc1cccc([N+](=O)[O-])c1
N#CCC(=O)Nc1ccc(Br)cc1
Cl.NCCn1c(=O)oc2ccccc21
N#Cc1cccc(OCC(=O)O)c1
Cc1cccc2cc(C(=O)O)[nH]c12
CC(=O)Nc1ccc(C(N)=S)cc1
O=C1NC(=O)C(c2ccccc2)N1
Cl.Cl.NCCCc1nc2ccccc2s1
CC(=O)NC(C(=O)O)C1CCCC1
NCC1(c2ccccc2)CCCC1
CCOc1ccc2[nH]c(S)nc2c1
c1cc(NC2CCCCC2)ccn1
N#CCCn1cnc2ccccc21
O=C(O)CSc1nnnn1C1CC1
COc1ccc(C(=O)CO)cc1Cl
CCCn1nc(C(=O)O)ccc1=O
NC(=S)c1ccc(C(F)(F)F)cc1
CC1(C)Nc2ccccc2NC1=O
Cc1c(C(C)N)oc2ccccc12
COc1cc(N)cc2cccnc12
Cc1ccc2c(c1)SC(C(=O)O)C2
CC(C)(C)OC(=O)NC1CC(N)C1
CN(C)C(=O)CN1CCC(N)CC1
O=C(O)CNC(=O)c1ccccn1
O=C(O)CNC(=O)c1ccccc1
CC(C)(C)C(=O)NCCCC(=O)O
CC(NC(=O)c1ccoc1)C(=O)O
CC(C)C(=O)N1CCCC1C(=O)O
CN(CC(=O)O)C(=O)c1cccs1
O=C(O)CNS(=O)(=O)c1cccs1
